Language,URL,Released Year,Programming Paradigm,Computational Class,Usability,Technical Characteristics,Specific Language Types or Features,Abstract
1line,https://esolangs.org/wiki/1line,2022,,,,,languages; joke languages,1line is a joke programming language worked on by DockedChutoy (talk) in the year 2022. It was made to be terrible.
FuckBrain,https://esolangs.org/wiki/FuckBrain,,,unknown computational class,unimplemented; unusable for programming,cell-based,joke languages; languages,"FuckBrain is a language that adds spacetime travel to brainfuck that was written by User:Esolang1. The language Timefuck is very similar to FuckBrain, but FuckBrain allows to run more than one characters while traveling spacetime. The name symbolizes the spacetime traveling feature of the language. (E1-0002)"
Motorway,https://esolangs.org/wiki/Motorway,2022,,,implemented,stack-based,languages,"Motorway is an esoteric programming language based around the British motorway network, created by User:Ninesquared81. A Motorway program describes a route along British motorways, 12 of which correspond to commands which manipulate a data stack. Other motorways can be visited to connect these command motorways, and command motorways may be visited without invoking their effects by placing them in brackets."
Cube,https://esolangs.org/wiki/Cube,2022,,,total; implemented,multi-dimensional languages; stack-based,,"Cube is an esoteric programming language made to emulate a 3D cube via a 2D text editor interface. The only files that can run Cube code end with extensions "".cube"" and "".dewy""."
CTFuck,https://esolangs.org/wiki/CTFuck,,,turing complete; turing tarpits,implemented,queue-based,languages,"CTFuck is a turing complete esolang created by User:Pro465, based on a tag system, with I/O support.
this is kinda simliar to Boolfuck, in that it operates on bits and has I/O support.
however, CTFuck is based on a tag system."
Zone,https://esolangs.org/wiki/Zone,2022,,unknown computational class,usability unknown; implemented,cell-based,languages,Zone is a programming language wherein instructions are executed in a random order and programs work by modifying their own code.
Lambda Calculus Primer,https://esolangs.org/wiki/Lambda Calculus Primer,2022,,,,,languages,"Lambda Calculus Primer is an esolang created by User:LarhoCherqi. It comprises of only four characters (any other characters are not parsed). Given how simple this is, I am very confident that a concept similar to this already exists."
Legend,https://esolangs.org/wiki/Legend,2022,,turing complete,implemented; no io,cell-based,languages,"Legend is an esolang made by User:Joe, employing a minimalistic syntax comprising of legendre symbols, operating on an infinite tape."
Rozpach,https://esolangs.org/wiki/Rozpach,2022,,turing complete,implemented,stack-based,high-level; languages,Rozpach is an esoteric programming language invented in 2022 by User:PoetLuchnik with the goal of being function-only programming language. Code is a list of function definitions. And there are only two operations: push a function or argument onto the stack and pop the function from the stack and call it.
THROBOL,https://esolangs.org/wiki/THROBOL,2022,,unknown computational class,implemented,concurrent programming,languages; thematic,THROBOL is an esolang by User:BoundedBeans inspired by bowling.
SANTA,https://esolangs.org/wiki/SANTA,2022,,,total; implemented,,joke_languages; languages; thematic,SANTA is a joke programming language created by User:Earthrulerr. The language is based off of the figure Saint Nick (commonly know as Santa Claus) To learn how to fully use SANTA refer to the #ReadMe on the GitHub: [1]
Parity,https://esolangs.org/wiki/Parity,,,unknown computational class,implemented,,languages; low-level,"Parity was created by User:imcute and is called this name due to its only 2 instruction list and its way of doing instructions
an even number means to add 1 to the place of the number divided by 2
an odd number means jump to the number in the place of the number divided by 2 without the 0.5
this language has 2 dialects:list-starts-at-0 dialect and list-starts-at-1-dialect due to technical restrictions
a count to infinity program in dialect 0 would be 4 7 0 0 while in dialect 1 it would be 6 9 0 1
the turing completeness of this is questionable due to it not having a conditional jump
implementations:
python"
ANGL,https://esolangs.org/wiki/ANGL,2022,,turing_complete; turing_tarpits,unimplemented,cell-based,languages; two-dimensional languages,"ANGL (or Abrupt Numerical Graph Language) is a semi-esoteric programming language created by Aries Powvalla. It has the capability to iterate through mathematical operations faster than most typical languages, making it somewhat practical in certain situations."
Tetra,https://esolangs.org/wiki/Tetra,2022,,,implemented; total,,languages,Tetra is a string-rewriting esolang invented by User:Hakerh400 in 2022.
HashWalk,https://esolangs.org/wiki/HashWalk,2022,,,implemented,,languages,HashWalk is an esolang invented by User:Hakerh400 in 2022.
Trichotomy,https://esolangs.org/wiki/Trichotomy,2022,,turing complete,implemented,cell-based; stack-based,languages; low-level,"Trichotomy is hack of Subleq, the one instruction language OISC.  It is named for the property that numbers can take three forms:  positive, negative, or zero.  It uses these three forms to gain eight separate functions plus indirect addressing from the three integer addresses of its instruction format."
Собачка,https://esolangs.org/wiki/Собачка,2022,,,implemented,,languages,Собачка is a string-rewriting esolang invented by User:Hakerh400 in 2022.
Night Shift,https://esolangs.org/wiki/Night Shift,2022,,turing complete,implemented,,languages,Night Shift is a string-rewriting esolang invented by User:Hakerh400 in 2022.
Velocityfuck,https://esolangs.org/wiki/Velocityfuck,2022,,turing complete,,cell-based,languages; brainfuck derivatives,"Velocityfuck is an esoteric language created by User:Esolang1. The difference from brainfuck is that the pointer can gain velocity, and it will move even when another instruction is being executed. (E1-0003)"
Enrtopy++,https://esolangs.org/wiki/Enrtopy++,2022,,,unimplemented,,languages,"Enrtopy++ is an esoteric language created by the User:Esolang1. This language is a successor to Enrtopy, which was designed to be Entropy without changing data. (E1-0003)"
!I!M!P!O!S!S!I!B!L!E!,https://esolangs.org/wiki/!I!M!P!O!S!S!I!B!L!E!,2022,,,implemented; total,,,!I!M!P!O!S!S!I!B!L!E! is an esolang made by User:Mario0Fan
GAXT,https://esolangs.org/wiki/GAXT,2022,,,total,stack-based,,"GAXT is an esoteric programming language created by Fancryer and uses two stacks: a stack for calculations (hereinafter - CalcStack) and a stack for variables (hereinafter - VarStack). Current GAXT version: v0.2-beta. There is an unfinished Java interpreter that will be publicly available after the stable release.  All supported tokens, represented as a string: abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789+-*/_`<=>?$:;~%{|}\^()@[].,#!."
MindVomit,https://esolangs.org/wiki/MindVomit,2022,,,output only; implemented,cell-based,brainfuck derivatives; low-level; languages,"MindVomit is an esoteric interpreted programming language designed by Mayedl10 on GitHub. Its syntax is inspired by the famous ""Brainfuck"" language. MindVomit was designed as a ""Brainfuck+-"". This means it has more features than Brainfuck, but more limitations as well."
IBSA,https://esolangs.org/wiki/IBSA,,prototype-based paradigm; object-oriented paradigm,turing complete,no io; unimplemented,,languages,IBSA (short for Interacting Binary Substitution Automata) is an esolang made by User:Simple9371. Its main idea is the method call syntax <object>.<method>(<inputs>) in Object-oriented languages.
Dathanna,https://esolangs.org/wiki/Dathanna,2022,,,implemented,cell-based; stack-based,languages,"Dathanna (Irish for ""colors"") is an esoteric programming language for Apple II emulators."
Firefly,https://esolangs.org/wiki/Firefly,2022,,,implemented,,languages,Firefly is an esoteric programming language for the BBC micro:bit.
Filska,https://esolangs.org/wiki/Filska,2022,,unknown computational class,implemented,,languages,"Filska (pronounced ""full-ska"", Shetland for ""high spirited fun"") is an esoteric programming language designed to answer the 
question: what is it like to program in a language where each subprogram can manipulate only a single memory location?"
Falsish,https://esolangs.org/wiki/Falsish,2022,,turing complete,implemented,stack-based,languages; low-level,Falsish is a superset of FALSE with the following major changes (among numerous others):
MineStax,https://esolangs.org/wiki/MineStax,2022,,finite state automata,unusable for programming; output only; implemented; total,,languages; joke languages,MineStax is a joke interpreted programming language by User:ProfNinja and his daughter designed to run in Minecraft using the mc86 architecture.
Watnoxt,https://esolangs.org/wiki/Watnoxt,2022,declarative paradigm,,implemented,cell-based,languages; brainfuck derivatives; two-dimensional languages; low-level,"Watnoxt is a binary, 2D-ish, wanna-be Turing tarpit, created by User:Vallee152 in 2022. It only has 3 reserved characters and it was initially inspired by brainfuck. It's a wanna-be Turing tarpit, because it can only ever have a predefined amount of memory and the code has to change with the addition of more bits. It would otherwise be turing complete. Its name is based off of the expression, ""what not,"" and the nature of how this language operates, ""what? 1? next line!"" Watnoxt programs use the file extension of .wn."
FlinnStack,https://esolangs.org/wiki/FlinnStack,2022,,turing complete,unimplemented,stack-based,languages; high-level,"FlinnStack is a programming language created in 2022 by User:Dtuser1337, It is a simplified version of FlinnScrip centered around the Stacks data types.
It is designed to be able to be converted to the original language as it was based on by hand easily.
It is similar to the original FlinnScrip, minus the variable and extra commands."
Unasm,https://esolangs.org/wiki/Unasm,,,,implemented,,languages; joke languages,"UnAsm is a language created by User:Normalcat, made as a joke to see how fast they could make a readable esolang. It is quite simple, while also being much more difficult to write practical programs than many other esoteric programming languages"
Brainfuck+10,https://esolangs.org/wiki/Brainfuck+10,2022,,turing complete,implemented,cell-based,languages; brainfuck derivatives; low-level,"Brainfuck+10 is a language created by User:Watermelyn. It is like Brainfuck but it has 10 more commands that may or may not be useful depending on how you are using them.
Name is inspired by Brainfuck+3 because I didn't know what else to call it."
Laiyes,https://esolangs.org/wiki/Laiyes,2021,,turing complete,implemented,,low-level,Laiyes is an esoteric programming language based around the idea of doing operation to a value just by typing them rather than first declaring to what variable. It also makes use of mostly single character commands to make programs shorter.
FullFuck,https://esolangs.org/wiki/FullFuck,,,,,,languages,"It is an esolang inspired by BrainFuck, intended to be as hard as possible (but failed)."
^!,https://esolangs.org/wiki/^!,2022,,turing_complete,implemented,stack-based,languages,"^! (pronounced ""caret-bang"") is a stack-based esoteric programming language created by User:Ninesquared81."
MoonScript,https://esolangs.org/wiki/MoonScript,2022,,,total; unusable for programming; implemented,,languages; generated by ai,MoonScript is a language invented by an advanced GPT AI neural network.[1] Previous experiment was GPTLang - an esolang invented by a much smaller and simpler GPT neural network.
QwertyScript,https://esolangs.org/wiki/QwertyScript,,,,implemented; total,stack-based,languages,QwertyScript is a ridiculous scripting language where the only commands are letters of QWERTYUIOP.
Cellular,https://esolangs.org/wiki/Cellular,,,,implemented,,languages,"Cellular is a esoteric language based on two dimensional cellular automata, that works on a stream of data. It is executed on a cylindrical surface, where the top is fed with the input and the bottom represents the output. Execution finishes when the input is fully consumed. The width of the cylinder is n bits, depending on the size of the input and the output."
Buffalo!,https://esolangs.org/wiki/Buffalo!,2022,,turing complete; turing tarpits,implemented,,low-level; thematic,"Supposedly, ""Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo"" is a grammatically correct sentence in English. Buffalo! takes that and runs with it."
AllChar,https://esolangs.org/wiki/AllChar,2022,,,unimplemented,stack-based,languages,"I am lazy, so I'll just put the documentation here. Currently unimplemented. Inspired by ALLSCII. I'll probably make this better soon. This language has 3 unnamed stacks."
Half-Broken Car in Heavy Web Traffic,https://esolangs.org/wiki/Half-Broken Car in Heavy Web Traffic,,,turing complete,unimplemented,cell-based,languages; two-dimensional languages,"Half-Broken Car in Heavy Web Traffic is an esolang by User:BoundedBeans as a derivative of Half-Broken Car in Heavy Traffic. If implemented, it would allow for Half-Broken Car in Heavy Traffic to be used on the web."
NNYRLD,https://esolangs.org/wiki/NNYRLD,,,,implemented,stack-based,languages; thematic,"NNYRLD (pronounced ""Nine year old"") is a Turing complete esolang created by yours truly (MopBanana). It was designed to mimic the language and humour of a 9-year-old behind an iPad, including hit humour such as ""69"", ""420"" and ""<text>!!!!!!!11!!111!11!1"". It is one-dimensional and can be highly customised to the user's liking."
SideStacks,https://esolangs.org/wiki/SideStacks,2022,,turing complete,,stack-based,low-level; languages,SideStacks is a Stack-Based programming language made by User:Myoitzi housing two stacks and two 8-bit registers.
Miscmisc2,https://esolangs.org/wiki/Miscmisc2,,,,implemented,cell-based,low-level; languages,"miscmisc2 is a low-level esolang made by User:Transoptimal with the goal of making a language that both isn't too inconvenient to use, and has a small set of instructions."
EsoFur,https://esolangs.org/wiki/EsoFur,2022,,,unimplemented,,joke_languages; languages; thematic,"EsoFur is a joke programming language created by User:TaserTheFox, partially inspired by FurASM"
SNOBOL5,https://esolangs.org/wiki/SNOBOL5,,,,implemented,,languages,SNOBOL5 is an update from SNOBOL4.  More information can be found at http://snobol5.org .
ABFC (Another BrainFuck Clone),https://esolangs.org/wiki/ABFC (Another BrainFuck Clone),2022,,turing_tarpits; turing_complete,implemented,,languages; brainfuck derivatives,"ABFC (stands for ""Another BrainFuck Clone"") is a language created in ~6 hours by User:Nurdle."
Shapes,https://esolangs.org/wiki/Shapes,,,,implemented,,languages; two-dimensional languages,Shapes is a stack-based graphical esolang created by User:Photon_Niko. A shapes program is an image file that contains shapes connected by paths.
Triliteral,https://esolangs.org/wiki/Triliteral,2022,,turing complete,implemented,,low-level; thematic,Have you ever wondered whether it'd be a good idea to have a language where every token encodes both the operation and operand? Triliteral answers that question with an emphatic NO.
Queueue,https://esolangs.org/wiki/Queueue,2022,,,unimplemented,queue-based,languages,Queueue (intentional misspelling of Queue) is an esoteric programming language made by User:Rehydratedmango.
Sailing By,https://esolangs.org/wiki/Sailing By,2022,,turing complete,unimplemented,cell-based,low-level; thematic,"And now the Shipping Forecast, issued by the Met Office on behalf of the Maritime and Coastguard Agency at 0645 today."
Fash,https://esolangs.org/wiki/Fash,2022,,turing complete,unimplemented,,languages,Not to be confused with Bash
ACCUMULATOR,https://esolangs.org/wiki/ACCUMULATOR,2022,,,implemented; total; unusable for programming; output only,,languages,"ACCUMULATOR is a programming language designed by UndoneStudios. It was designed mainly to solve the uselessness problem of the accumulator in most languages that have an accumulator. It is a very basic language, though the creator has an interest in developing and improving the language; the last addition was in 20/11/2024, where the E function was added to the JavaScript interpreter. It has 8 operations (in order of addition; the oldest is first):"
6chars,https://esolangs.org/wiki/6chars,,,,,,languages,"6chars is an esolang with exactly 6 characters. (Count by yourself! '6', 'c', 'h', 'a', 'r', 's'.)"
Gottlob,https://esolangs.org/wiki/Gottlob,2019,,,implemented,,languages; thematic,"Gottlob is an imperative programming language with unusual syntax created by Matthew Dockrey in 2019.  It has unusual syntax, based on Gottlob Frege's logic notation from his 1879 book “Begriffsschrift: A formula language, modeled on that of arithmetic, of pure thought”.  The source code is written not in plain text, but drawn as a tree in two dimensions, similar to Plankalkül or early drafts of APL.  There is an implementation with a specialized interactive editor for the source code."
Pointerfuck,https://esolangs.org/wiki/Pointerfuck,2022,,,implemented,,low-level,pointerfuck is a brainfuck derivative made by User:Transoptimal.
Movi,https://esolangs.org/wiki/Movi,2022,,bounded-storage machine,unimplemented,cell-based,languages; low-level,Movi is an esoteric programming language designed by User:Yousurname in 2022. It is a one-instruction language inspired mainly by the mov instruction.
RapLan,https://esolangs.org/wiki/RapLan,2023,,turing tarpits,unimplemented,,languages; low-level,RapLan is a black language.
′,https://esolangs.org/wiki/′,2023,,unknown computational class,unimplemented,,languages,"′ (pronounced ""nothing prime"") is an esoteric programming language made by User:Rehydratedmango designed to have as few symbols as possible. In ′, every function is a string of prime symbols."
Flasmi,https://esolangs.org/wiki/Flasmi,2022,,turing complete,unimplemented,,,"Flasmi is a language where each command operates on the commands right after it. It doesn't have loops; instead, the program can extend itself infinitely."
Multidodecagony,https://esolangs.org/wiki/Multidodecagony,,,,unimplemented,stack-based,languages,"Multidodecagony is a language made by Joaozin003 inspired by Hexagony, which is laid out in dodecahedrons. Ugh!"
Ditch,https://esolangs.org/wiki/Ditch,2023,,,unimplemented,stack-based,languages,Ditch is an esolang by User:BoundedBeans where syntax is irreversibly changed periodically.
Cathain,https://esolangs.org/wiki/Cathain,2023,,unknown computational class,implemented; output only,,languages,"Cathain (Irish Gaelic for ""when"", /kəˈhɪnʲ/ ""kah-HIN"" or /ˈkahənʲ/ ""KAH-huhn"") is an esolang created by Nurdle. Inspired by languages like Slashes and Thue, its main function is text replacement, however, instead of text, it's actually bits represented as hexidecimal. It also introduces goto-labels and ""timelines""."
Arís,https://esolangs.org/wiki/Arís,2023,,turing complete,works-in-progress; unimplemented,concurrent programming,stubs; low-level; languages,"Arís (Irish Gaelic for ""when"", [əˈɾʲiːʃ] ""uh-REESH"") is an esoteric programming language made by Nurdle. Arís is based off the timeline concept of Cathain, the main difference is that Arís grants control over the timelines."
Listack,https://esolangs.org/wiki/Listack,2023,,turing complete,implemented,stack-based,languages,"Listack is a dynamically typed, symmetric, flat, concatenative, polymorphic, interpreted programming language.  Like most concatenative languages, it is stack based.  Listack was inspired by the stack-based languages Factor, False, XY, and Forth.  The manual scope system was inspired by Fish.  The dependent type system for objects was inspired by Euphoria.  This document refers to words (the traditional concatenative language term) interchangeably with functions and procedures.  Listack is an impure functional language, in which functions are data, data are functions, and every element contains a validity marker."
GRPE,https://esolangs.org/wiki/GRPE,2023,,,implemented; output only,graphical output,low-level,"GRPE (GRaphics Producing Esolang) was designed for one purpose, to generate graphics from code.
The output from the Javascript interperter is 512 x 512 pixels, with the actual caluclated pixels being either 256 x 256 or 64 x 64, but in theory the resolution does not matter as long as the x and y coordinates are treated as going from 0 to 255.
Because of the graphical output it is pointless to do mathematical calculations with the intent of reading the output."
++C+=C++ + ++C;,https://esolangs.org/wiki/++C+=C++ + ++C;,,,turing complete; turing tarpits,,,languages; brainfuck derivatives; low-level,This is still a work in progress. It may be changed in the future.
Electra,https://esolangs.org/wiki/Electra,,,turing complete,implemented,stack-based,languages; thematic; two-dimensional languages,
BooleanFunge,https://esolangs.org/wiki/BooleanFunge,2023,,push-down automata,unimplemented,stack-based,languages; two-dimensional languages; low-level,BooleanFunge is a fungeoid based on boolean values. Has 2D program and stores data in stack with booleans.
Motherf,https://esolangs.org/wiki/Motherf,,,turing complete,implemented,cell-based; stack-based,languages; brainfuck derivatives,Motherf is a programming language inspired by Brainfuck. It compiles any BF program and extends its syntax with a variety of 1 character commands.
UserNo,https://esolangs.org/wiki/UserNo,2023,,,implemented; total,,languages; joke_languages,UserNo is a propaganda esolang against User:Yes as a joke.
OATMEAL,https://esolangs.org/wiki/OATMEAL,2023,,,unimplemented,cell-based,languages,"OATMEAL (Oat-Activated Tape-based Multiprogramming Engine At Last) is a programming language by User:BoundedBeans which prides itself on also being a short notation for oatmeal platters (You know, if you're having guests over and you want to serve them all oatmeal, but you want each bowl to be different...). It's based on a dream the author had in vivid detail."
LRONETWO,https://esolangs.org/wiki/LRONETWO,,,,implemented,,,"LRONETWO is single instruction machine created by SophiaCristina that uses a pretty simple logic to work.
I think that it is very unlikely that this machine is remotely useful considering that there is no way to receive an input of its own without modifying it completely to the point of making the code unreadable for the correct operations.
It would be interesting if someone could do something useful with this."
Monofuck,https://esolangs.org/wiki/Monofuck,,,finite state automata,,,brainfuck derivatives; languages,"Monofuck is a derivative of Brainfuck. It only handles one cell, and it is a boolean cell. the + and - and merged into *."
CatCode,https://esolangs.org/wiki/CatCode,2022,,,,,languages,"CatCode is a programming language made by DevBadger10 from 2022 - 2023, as its development started near New Years. More info is available at its GitHub Wiki link."
TimeWaste,https://esolangs.org/wiki/TimeWaste,2023,,,,,languages,"TimeWaste is an esolang that was created by User:Nathi1235.
It's a python3 based programming language with one minor twist...
certain keywords can only be executed at certain times"
Binary Brainfuck,https://esolangs.org/wiki/Binary Brainfuck,,,turing complete; turing tarpits,implemented,cell-based,languages; brainfuck derivatives; brainfuck equivalents; low-level,Binary Brainfuck(BBF) is an esoteric programming language intented to show the complexity of programming.
Queen,https://esolangs.org/wiki/Queen,,,unknown computational class,,queue-based,languages,"Queen is a WIP Language by User:Pro465, based on a call queue."
WTFCode,https://esolangs.org/wiki/WTFCode,2023,,,implemented,,languages; high-level,"WTFCode is an esoteric programming language created by User:Asicosilomu on the 3rd of Feburary 2023, with the goal of over-complicating the simplest of tasks."
Capsule,https://esolangs.org/wiki/Capsule,,,turing complete,implemented,stack-based,languages,"Capsule is an esoteric programming language featuring an 8*8 grid of integers (named ""capsules"") and two stacks, the whole ""gimmick"" is that most commands can only move values to a capsule's neighbours. Its orignal compiler was made in C# by User:Leol22, it executes programs from a text file in command line."
Baguette,https://esolangs.org/wiki/Baguette,,,,implemented,,languages; thematic,The Baguette# programming language is an esoteric programming language created to be BASIC-like but with name of pastries!
Tupilled,https://esolangs.org/wiki/Tupilled,2023,functional paradigm,,usability unknown; unimplemented,,languages; high-level,"Tupilled is a high-level, functional programming language based on tuples and lambdas by User:Ashli Katt and User:Proxxa. All values are tuples or lambdas, so there are no true types, and thus there is no compile-time type checking. Tupilled is highly inspired by Haskell."
GoDDS - Graph of Distributed Data Structures,https://esolangs.org/wiki/GoDDS - Graph of Distributed Data Structures,2023,,turing complete,implemented,,,"This page does not contain the documentation, it can be found on the GitHub repository, here."
Trilangle,https://esolangs.org/wiki/Trilangle,2023,,turing complete,implemented,stack-based,languages; two-dimensional languages,"Trilangle is a 2-D, stack-based programming language. It is Turing-complete, as it can interpret Qdeql."
Hexcellent,https://esolangs.org/wiki/Hexcellent,,,,implemented,,languages,Hexcellent is an esoteric binary programming language that works on hex bytes rather than text[1]
Tenshi C,https://esolangs.org/wiki/Tenshi C,2023,,turing complete,implemented,,languages; low-level,Tenshi C or TenC is an esolang created by User:Richard565
ButWhy,https://esolangs.org/wiki/ButWhy,2023,,unknown computational class,unimplemented,,two-dimensional languages; languages,"ButWhy is an esoteric language created by User:Rehydratedmango, designed to cause programmers to repeat the language's name as many times as possible while using it.
Commands in ButWhy are represented in binary, encoded in base-64. Each base-64 character is placed on a grid, and the program starts reading characters from the top left. The / and \ characters divert program execution like mirrors. Once 4 bits of information have been read, the corresponding command is executed. The ? character will skip over the following character if the stack has a 0 on top.
An example of program flow:"
Object oriented Lambda Calculus,https://esolangs.org/wiki/Object oriented Lambda Calculus,,object-oriented paradigm,,,,languages,Object-oriented Lambda Calculus is an esolang created by User:Joaozin003 which extends Lambda-calculus by adding classes.
Down the Mountain,https://esolangs.org/wiki/Down the Mountain,,,,unimplemented,,languages; thematic,"Down the Mountain is an esolang made by Joaozin003, in which the code is a mountain for a ski to slide down."
Dorklang,https://esolangs.org/wiki/Dorklang,2023,imperative_paradigm,push-down_automata; turing complete,implemented,stack-based,languages,Dorklang is an esoteric programming language created by James Smith.
EchoLang,https://esolangs.org/wiki/EchoLang,,,,works-in-progress,stack-based; cell-based,languages,"EchoLang is an esolang created by I rember in February 2023. It's kind of a mix between ><> and BASIC. It is stack-based, tape-based, AND variable-based, but mostly stack-based."
Matrexp,https://esolangs.org/wiki/Matrexp,2023,,unknown computational class,unimplemented,matrix-based,languages,Matrexp is an esolang by User:BoundedBeans. It focuses on a matrix-based expression system.
Preparation,https://esolangs.org/wiki/Preparation,2023,,unknown computational class,implemented,,languages,Preparation is an esolang invented by User:Hakerh400 in 2023.
Kwert,https://esolangs.org/wiki/Kwert,2023,,turing complete,no io; implemented,,languages; low-level,"Kwert is a language designed by User:Arctenik to correspond closely to certain aspects of the DEFLATE compression format. It involves a self-modifying program that is repeatedly evaluated, with commands that create copies of previous commands and/or cause following commands to be skipped."
SHRUB,https://esolangs.org/wiki/SHRUB,,,unknown computational class,unimplemented,,languages,"SHRUB (SHift Right, set Uppermost bit and Branch on discarded bit) is an OISC found by User:ZM in late 2022."
Graph Oriented Fictional Computer,https://esolangs.org/wiki/Graph Oriented Fictional Computer,2023,,turing complete,implemented,,,"Graph Oriented fictional computer is a fictional computer with a graph-based memory as opposed to a linear one. It was designed by User:Andriy who also implemented an emulator in Java. Each node is referred to by a capital English letter, and each node can have up to 26 child nodes which are also referred as a capital English letter. In the context of this fictional computer, the address of a node refers to the path you have to go through in order to reach it. For example child C of child B of node A is a node with the address ABC. Using the command redirect, it's possible for a node to have multiple correct addresses. Each node can store a one byte value. However, values that take larger space can also be stored by utilizing the child node C, then CC, and so on. It's possible to store strings, 8 bit integers which can be stored as big endian or as little endian, and fractions (like double variables in Java)."
Legasm,https://esolangs.org/wiki/Legasm,1998,,,implemented,,languages,"The Legasm Virtual Machine is a RISC virtual machine implemented in software, invented by Philippe Clavel and David Madore in 1998.  The machine was originally intended to serve some purpose in the Legendes II game engine, but eventually got abandonned, then later development of the game engine got abandonned too.  Legasm is thus arguably not esoteric nor a toy language."
RifL,https://esolangs.org/wiki/RifL,2023,imperative paradigm,turing complete,implemented,cell-based; stack-based,languages; low-level; two-dimensional languages; low-level,"RifL is a tactile self-modifying imperative esoteric coding language. Tactile means that RifL can be fully represented with real-world objects: RifL is written in playing cards. You can spread cards out on a table and perform RifL code by hand. RifL was developed as an educational tool, to allow students who learn physically to run algorithms by hand."
Fungeball,https://esolangs.org/wiki/Fungeball,,,,,,languages; two-dimensional languages,"A two-dimensional multi-""threaded"" language inspired by Befunge."
(SIASL)²,https://esolangs.org/wiki/(SIASL)²,2023,,turing complete; turing tarpits,implemented,cell-based,languages; brainfuck derivatives,"(SIASL)² is an Esolang belonging to the Turing tarpit family of languages.
It takes inspiration from Brainfuck.The most simple way to descripe (SIASL)² would be as a 2d Brainfuck
see Generic 2D Brainfuck and 2DFuck for reference.
The main thing separating (SIASL)² from these languages is that a (SIASL)² instruction is a combination of two characters instead of one."
HELOWOR,https://esolangs.org/wiki/HELOWOR,,,,implemented; output only; unusable for programming; total,,languages,HELOWOR is an esolang made by emelchenko.
Qwerty,https://esolangs.org/wiki/Qwerty,2023,imperative paradigm|imperative,turing complete,implemented,stack-based; cell-based,languages,"Qwerty, an esoteric programming language designed so you can easily translate other languages into it."
Omicron,https://esolangs.org/wiki/Omicron,2023,imperative paradigm,turing complete,implemented,cell-based,,"Omicron is a Turing-complete esoteric programming language made by Dr. Kilobyte in 2023. Full implementation at GitHub
Subject to change with further development"
LogicGate,https://esolangs.org/wiki/LogicGate,,,,works-in-progress,,languages,"This language is inspired by logic gates, by using simple alphabet you could make a program."
Ogham++,https://esolangs.org/wiki/Ogham++,2020,,turing complete,implemented,,brainfuck derivatives,"Ogham++ is a Turing-complete language optimized for reliable long-term
storage of source code. It was created by Kevin Scannell.
Programs are intended to be carved into
standing stones using the so-called
Ogham script,
originally used to carve
inscriptions written in early varieties of the Irish language
between the 4th and 9th centuries, and now repurposed for the benefit of computer programmers everywhere."
Loss,https://esolangs.org/wiki/Loss,,,,,cell-based,languages; joke languages,Loss has 4 commands:
Segfuck,https://esolangs.org/wiki/Segfuck,2023,,unknown computational class,unimplemented,,brainfuck derivatives,Segfuck is a variant of brainfuck which encourages frequent segmentation faults.
Luafuck,https://esolangs.org/wiki/Luafuck,2021,,,implemented,,languages,"Luafuck is an esoteric subset of the Lua language. It uses 12 distinct characters in the source code. The characters are []()#._Gchar.
The creation of Luafuck was inspired by JSFuck."
Hippopotomonstrosesquipedalian,https://esolangs.org/wiki/Hippopotomonstrosesquipedalian,,,,,,languages,Hippopotomonstrosesquipedalian is a programming language based on two words:
Alphab,https://esolangs.org/wiki/Alphab,2023,,,,,languages,Alphab [ˈæl.feɪb] uses every latin alphabet letter. It was created in 2023 by CreeperBomb.
Pe,https://esolangs.org/wiki/Pe,2023,,,implemented,,languages,|
Emanator,https://esolangs.org/wiki/Emanator,2023,,turing complete,implemented,,languages,Emanator is an esolang invented by User:Hakerh400 in 2023.
Foreach,https://esolangs.org/wiki/Foreach,2023,imperative paradigm‏‎,turing complete,implemented,,languages,"Foreach is an imperative esolang where the only data-type is arrays, and the only flow control is for-each loops and recursion."
Quassaunt,https://esolangs.org/wiki/Quassaunt,2023,,,unimplemented,stack-based,languages,Quassaunt is an esolang by User:BoundedBeans based around sets and reverse-polish notation.
Summatciin,https://esolangs.org/wiki/Summatciin,2023,,,unimplemented,,languages,Summatciin is an esolang by User:BoundedBeans which depends on summations to do looping.
IThinkMyComputerIsDrunk,https://esolangs.org/wiki/IThinkMyComputerIsDrunk,,,,,,languages,"iThinkMyComputerIsDrunk is an esolang, created by RandomIdiot.
At some point, iThinkMyComputerIsDrunk is the opposite of jQuery because its concept is ""write more, do less"".
Important tip: this article is as strange as the esolang. You will find out what this means later."
Linefuck6,https://esolangs.org/wiki/Linefuck6,,,finite state automata,implemented,cell-based,languages; brainfuck derivatives,"Linefuck6 is a version of Brainfuck, but it's only made up of 6 - not 8 - different characters, which are lines. It was invented by Random Idiot"
Scrum,https://esolangs.org/wiki/Scrum,,,,implemented,,languages; thematic,SCRUM is designed for being a language which is understandable for business as well as for developers and losely inspired by the Scrum (software development) framework (hence the name of course).
ShortO,https://esolangs.org/wiki/ShortO,2023,,unknown computational class,implemented,stack-based,languages,"ShortO (Short Output, .sho) is designed to easily output text. It was created by user:MasterWoodie in 2023"
